transaction_id,timestamp,amount,payment_method,route,status,failure_code,recoverable,ground_truth_action,attempt_count
TXN_0311,2026-08-27T14:11:00,7367,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0312,2026-08-27T14:12:00,43821,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0313,2026-08-27T14:13:00,3690,UPI,ROUTE_B,success,,0,,0
TXN_0314,2026-08-27T14:14:00,13943,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0315,2026-08-27T14:15:00,32696,CARD,ROUTE_C,success,,0,,0
TXN_0316,2026-08-27T14:16:00,46215,UPI,ROUTE_A,success,,0,,0
TXN_0317,2026-08-27T14:17:00,43881,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0318,2026-08-27T14:18:00,2872,UPI,ROUTE_B,success,,0,,0
TXN_0319,2026-08-27T14:19:00,5202,UPI,ROUTE_B,failed,issuer_declined,0,ESCALATE,0
TXN_0320,2026-08-27T14:20:00,46597,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0321,2026-08-27T14:21:00,21384,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0322,2026-08-27T14:22:00,5875,NETBANKING,ROUTE_C,success,,0,,0
TXN_0323,2026-08-27T14:23:00,28652,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0324,2026-08-27T14:24:00,20434,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0325,2026-08-27T14:25:00,5105,UPI,ROUTE_B,success,,0,,0
TXN_0326,2026-08-27T14:26:00,33520,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0327,2026-08-27T14:27:00,42399,NETBANKING,ROUTE_C,success,,0,,0
TXN_0328,2026-08-27T14:28:00,13028,UPI,ROUTE_A,success,,0,,0
TXN_0329,2026-08-27T14:29:00,49851,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0330,2026-08-27T14:30:00,32482,UPI,ROUTE_B,success,,0,,0
TXN_0331,2026-08-27T14:31:00,38076,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0332,2026-08-27T14:32:00,28920,NETBANKING,ROUTE_C,success,,0,,0
TXN_0333,2026-08-27T14:33:00,19945,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0334,2026-08-27T14:34:00,4962,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0335,2026-08-27T14:35:00,18913,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0336,2026-08-27T14:36:00,25297,NETBANKING,ROUTE_A,success,,0,,0
TXN_0337,2026-08-27T14:37:00,48525,UPI,ROUTE_B,failed,issuer_declined,1,ESCALATE,0
TXN_0338,2026-08-27T14:38:00,42818,UPI,ROUTE_B,success,,0,,0
TXN_0339,2026-08-27T14:39:00,32957,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0340,2026-08-27T14:40:00,22607,UPI,ROUTE_B,failed,issuer_declined,0,ESCALATE,0
TXN_0341,2026-08-27T14:41:00,2665,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0342,2026-08-27T14:42:00,34358,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0343,2026-08-27T14:43:00,25489,UPI,ROUTE_B,success,,0,,0
TXN_0344,2026-08-27T14:44:00,39283,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0345,2026-08-27T14:45:00,21706,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0346,2026-08-27T14:46:00,47530,UPI,ROUTE_B,failed,issuer_declined,1,ESCALATE,0
TXN_0347,2026-08-27T14:47:00,43590,CARD,ROUTE_A,success,,0,,0
TXN_0348,2026-08-27T14:48:00,43095,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0349,2026-08-27T14:49:00,5652,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0350,2026-08-27T14:50:00,8475,UPI,ROUTE_B,success,,0,,0
TXN_0351,2026-08-27T14:51:00,48516,UPI,ROUTE_B,success,,0,,0
TXN_0352,2026-08-27T14:52:00,33424,NETBANKING,ROUTE_A,success,,0,,0
TXN_0353,2026-08-27T14:53:00,11913,UPI,ROUTE_B,failed,issuer_declined,0,ESCALATE,0
TXN_0354,2026-08-27T14:54:00,12683,UPI,ROUTE_B,success,,0,,0
TXN_0355,2026-08-27T14:55:00,5157,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0356,2026-08-27T14:56:00,40603,NETBANKING,ROUTE_A,success,,0,,0
TXN_0357,2026-08-27T14:57:00,10733,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0358,2026-08-27T14:58:00,10948,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0359,2026-08-27T14:59:00,47258,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0360,2026-08-27T15:00:00,49156,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0361,2026-08-27T15:01:00,30837,UPI,ROUTE_A,success,,0,,0
TXN_0362,2026-08-27T15:02:00,37483,UPI,ROUTE_C,success,,0,,0
TXN_0363,2026-08-27T15:03:00,25126,UPI,ROUTE_C,success,,0,,0
TXN_0364,2026-08-27T15:04:00,13187,UPI,ROUTE_B,success,,0,,0
TXN_0365,2026-08-27T15:05:00,42120,UPI,ROUTE_C,success,,0,,0
TXN_0366,2026-08-27T15:06:00,46722,UPI,ROUTE_B,success,,0,,0
TXN_0367,2026-08-27T15:07:00,10606,NETBANKING,ROUTE_C,success,,0,,0
TXN_0368,2026-08-27T15:08:00,28770,NETBANKING,ROUTE_A,success,,0,,0
TXN_0369,2026-08-27T15:09:00,23010,NETBANKING,ROUTE_A,success,,0,,0
TXN_0370,2026-08-27T15:10:00,24607,UPI,ROUTE_C,success,,0,,0
TXN_0371,2026-08-27T15:11:00,1947,NETBANKING,ROUTE_A,success,,0,,0
TXN_0372,2026-08-27T15:12:00,22073,UPI,ROUTE_A,success,,0,,0
TXN_0373,2026-08-27T15:13:00,31062,UPI,ROUTE_C,success,,0,,0
TXN_0374,2026-08-27T15:14:00,29499,UPI,ROUTE_B,success,,0,,0
TXN_0375,2026-08-27T15:15:00,14233,NETBANKING,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0376,2026-08-27T15:16:00,7386,CARD,ROUTE_B,success,,0,,0
TXN_0377,2026-08-27T15:17:00,15726,UPI,ROUTE_C,success,,0,,0
TXN_0378,2026-08-27T15:18:00,7365,CARD,ROUTE_B,success,,0,,0
TXN_0379,2026-08-27T15:19:00,41515,UPI,ROUTE_C,success,,0,,0
TXN_0380,2026-08-27T15:20:00,28230,UPI,ROUTE_B,success,,0,,0
TXN_0381,2026-08-27T15:21:00,12375,UPI,ROUTE_A,success,,0,,0
TXN_0382,2026-08-27T15:22:00,4535,UPI,ROUTE_B,success,,0,,0
TXN_0383,2026-08-27T15:23:00,33367,CARD,ROUTE_C,success,,0,,0
TXN_0384,2026-08-27T15:24:00,41759,UPI,ROUTE_B,success,,0,,0
TXN_0385,2026-08-27T15:25:00,23502,UPI,ROUTE_A,success,,0,,0
TXN_0386,2026-08-27T15:26:00,41273,UPI,ROUTE_C,success,,0,,0
TXN_0387,2026-08-27T15:27:00,8843,CARD,ROUTE_A,success,,0,,0
TXN_0388,2026-08-27T15:28:00,11574,CARD,ROUTE_A,success,,0,,0
TXN_0389,2026-08-27T15:29:00,31461,CARD,ROUTE_C,success,,0,,0
TXN_0390,2026-08-27T15:30:00,30094,NETBANKING,ROUTE_B,success,,0,,0
TXN_0391,2026-08-27T15:31:00,2846,UPI,ROUTE_A,success,,0,,0
TXN_0392,2026-08-27T15:32:00,35688,UPI,ROUTE_A,success,,0,,0
TXN_0393,2026-08-27T15:33:00,18850,UPI,ROUTE_B,success,,0,,0
TXN_0394,2026-08-27T15:34:00,21853,CARD,ROUTE_A,success,,0,,0
TXN_0395,2026-08-27T15:35:00,26315,CARD,ROUTE_A,success,,0,,0
TXN_0396,2026-08-27T15:36:00,12343,NETBANKING,ROUTE_B,success,,0,,0
TXN_0397,2026-08-27T15:37:00,34131,UPI,ROUTE_B,success,,0,,0
TXN_0398,2026-08-27T15:38:00,28320,UPI,ROUTE_A,success,,0,,0
TXN_0399,2026-08-27T15:39:00,21150,NETBANKING,ROUTE_B,success,,0,,0
TXN_0400,2026-08-27T15:40:00,29323,UPI,ROUTE_A,success,,0,,0
TXN_0401,2026-08-27T15:41:00,23138,UPI,ROUTE_B,success,,0,,0
TXN_0402,2026-08-27T15:42:00,40394,CARD,ROUTE_B,success,,0,,0
TXN_0403,2026-08-27T15:43:00,3859,UPI,ROUTE_C,success,,0,,0
TXN_0404,2026-08-27T15:44:00,49245,CARD,ROUTE_A,success,,0,,0
TXN_0405,2026-08-27T15:45:00,39917,NETBANKING,ROUTE_B,success,,0,,0
TXN_0406,2026-08-27T15:46:00,15566,UPI,ROUTE_B,success,,0,,0
TXN_0407,2026-08-27T15:47:00,37274,UPI,ROUTE_C,success,,0,,0
TXN_0408,2026-08-27T15:48:00,24411,UPI,ROUTE_A,success,,0,,0
TXN_0409,2026-08-27T15:49:00,34798,CARD,ROUTE_A,success,,0,,0
TXN_0410,2026-08-27T15:50:00,7534,UPI,ROUTE_A,success,,0,,0
TXN_0411,2026-08-27T15:51:00,36909,UPI,ROUTE_A,success,,0,,0
TXN_0412,2026-08-27T15:52:00,14162,CARD,ROUTE_A,success,,0,,0
TXN_0413,2026-08-27T15:53:00,32291,UPI,ROUTE_C,success,,0,,0
TXN_0414,2026-08-27T15:54:00,11415,UPI,ROUTE_A,success,,0,,0
TXN_0415,2026-08-27T15:55:00,44790,UPI,ROUTE_C,success,,0,,0
TXN_0416,2026-08-27T15:56:00,46600,NETBANKING,ROUTE_C,success,,0,,0
TXN_0417,2026-08-27T15:57:00,10422,CARD,ROUTE_A,success,,0,,0
TXN_0418,2026-08-27T15:58:00,23790,NETBANKING,ROUTE_B,success,,0,,0
TXN_0419,2026-08-27T15:59:00,9201,UPI,ROUTE_B,success,,0,,0
TXN_0420,2026-08-27T16:00:00,37604,UPI,ROUTE_A,success,,0,,0
TXN_0421,2026-08-27T16:01:00,40204,NETBANKING,ROUTE_A,success,,0,,0
TXN_0422,2026-08-27T16:02:00,47084,UPI,ROUTE_C,success,,0,,0
TXN_0423,2026-08-27T16:03:00,37776,CARD,ROUTE_B,success,,0,,0
TXN_0424,2026-08-27T16:04:00,29589,NETBANKING,ROUTE_A,success,,0,,0
TXN_0425,2026-08-27T16:05:00,36230,CARD,ROUTE_B,success,,0,,0
TXN_0426,2026-08-27T16:06:00,28452,UPI,ROUTE_B,success,,0,,0
TXN_0427,2026-08-27T16:07:00,34054,NETBANKING,ROUTE_B,success,,0,,0
TXN_0428,2026-08-27T16:08:00,46586,UPI,ROUTE_A,success,,0,,0
TXN_0429,2026-08-27T16:09:00,18715,NETBANKING,ROUTE_A,success,,0,,0
TXN_0430,2026-08-27T16:10:00,36199,UPI,ROUTE_C,success,,0,,0
TXN_0431,2026-08-27T16:11:00,6222,CARD,ROUTE_A,success,,0,,0
TXN_0432,2026-08-27T16:12:00,10205,UPI,ROUTE_B,success,,0,,0
TXN_0433,2026-08-27T16:13:00,22226,CARD,ROUTE_A,success,,0,,0
TXN_0434,2026-08-27T16:14:00,1959,CARD,ROUTE_C,success,,0,,0
TXN_0435,2026-08-27T16:15:00,17444,NETBANKING,ROUTE_A,success,,0,,0
TXN_0436,2026-08-27T16:16:00,41976,CARD,ROUTE_B,success,,0,,0
TXN_0437,2026-08-27T16:17:00,42168,NETBANKING,ROUTE_A,success,,0,,0
TXN_0438,2026-08-27T16:18:00,44991,UPI,ROUTE_C,success,,0,,0
TXN_0439,2026-08-27T16:19:00,10459,UPI,ROUTE_B,success,,0,,0
TXN_0440,2026-08-27T16:20:00,39858,UPI,ROUTE_B,success,,0,,0
TXN_0441,2026-08-27T16:21:00,22734,NETBANKING,ROUTE_A,success,,0,,0
TXN_0442,2026-08-27T16:22:00,36908,UPI,ROUTE_C,success,,0,,0
TXN_0443,2026-08-27T16:23:00,29564,UPI,ROUTE_A,success,,0,,0
TXN_0444,2026-08-27T16:24:00,25275,UPI,ROUTE_A,success,,0,,0
TXN_0445,2026-08-27T16:25:00,10566,UPI,ROUTE_C,success,,0,,0
TXN_0446,2026-08-27T16:26:00,12540,NETBANKING,ROUTE_C,success,,0,,0
TXN_0447,2026-08-27T16:27:00,32786,UPI,ROUTE_C,success,,0,,0
TXN_0448,2026-08-27T16:28:00,25871,UPI,ROUTE_C,success,,0,,0
TXN_0449,2026-08-27T16:29:00,23227,NETBANKING,ROUTE_B,success,,0,,0
TXN_0450,2026-08-27T16:30:00,42977,UPI,ROUTE_A,success,,0,,0
TXN_0451,2026-08-27T16:31:00,7144,UPI,ROUTE_B,failed,card_expired,1,PAYMENT_LINK,0
TXN_0452,2026-08-27T16:32:00,24082,CARD,ROUTE_C,success,,0,,0
TXN_0453,2026-08-27T16:33:00,23858,UPI,ROUTE_A,success,,0,,0
TXN_0454,2026-08-27T16:34:00,36135,UPI,ROUTE_B,success,,0,,0
TXN_0455,2026-08-27T16:35:00,7886,NETBANKING,ROUTE_A,success,,0,,0
TXN_0456,2026-08-27T16:36:00,22322,UPI,ROUTE_A,success,,0,,0
TXN_0457,2026-08-27T16:37:00,39583,UPI,ROUTE_B,success,,0,,0
TXN_0458,2026-08-27T16:38:00,9080,CARD,ROUTE_B,failed,mandate_cancelled,1,PAYMENT_LINK,0
TXN_0459,2026-08-27T16:39:00,33884,CARD,ROUTE_C,success,,0,,0
TXN_0460,2026-08-27T16:40:00,25852,NETBANKING,ROUTE_A,success,,0,,0
TXN_0461,2026-08-27T16:41:00,22144,CARD,ROUTE_C,success,,0,,0
TXN_0462,2026-08-27T16:42:00,36991,CARD,ROUTE_B,success,,0,,0
TXN_0463,2026-08-27T16:43:00,44258,NETBANKING,ROUTE_A,success,,0,,0
TXN_0464,2026-08-27T16:44:00,47634,UPI,ROUTE_A,success,,0,,0
TXN_0465,2026-08-27T16:45:00,17501,CARD,ROUTE_C,success,,0,,0
TXN_0466,2026-08-27T16:46:00,37955,CARD,ROUTE_C,success,,0,,0
TXN_0467,2026-08-27T16:47:00,34456,UPI,ROUTE_A,success,,0,,0
TXN_0468,2026-08-27T16:48:00,9784,CARD,ROUTE_B,success,,0,,0
TXN_0469,2026-08-27T16:49:00,46009,UPI,ROUTE_C,success,,0,,0
TXN_0470,2026-08-27T16:50:00,10024,UPI,ROUTE_A,success,,0,,0
TXN_0471,2026-08-27T16:51:00,40173,UPI,ROUTE_B,success,,0,,0
TXN_0472,2026-08-27T16:52:00,4181,NETBANKING,ROUTE_C,success,,0,,0
TXN_0473,2026-08-27T16:53:00,43499,CARD,ROUTE_B,success,,0,,0
TXN_0474,2026-08-27T16:54:00,30224,UPI,ROUTE_B,success,,0,,0
TXN_0475,2026-08-27T16:55:00,47346,UPI,ROUTE_C,success,,0,,0
TXN_0476,2026-08-27T16:56:00,31831,NETBANKING,ROUTE_B,success,,0,,0
TXN_0477,2026-08-27T16:57:00,14836,UPI,ROUTE_A,success,,0,,0
TXN_0478,2026-08-27T16:58:00,46296,NETBANKING,ROUTE_C,success,,0,,0
TXN_0479,2026-08-27T16:59:00,22959,CARD,ROUTE_A,success,,0,,0
TXN_0480,2026-08-27T17:00:00,18960,NETBANKING,ROUTE_B,success,,0,,0
TXN_0481,2026-08-27T17:01:00,25956,CARD,ROUTE_A,success,,0,,0
TXN_0482,2026-08-27T17:02:00,19135,NETBANKING,ROUTE_C,success,,0,,0
TXN_0483,2026-08-27T17:03:00,29091,NETBANKING,ROUTE_A,success,,0,,0
TXN_0484,2026-08-27T17:04:00,35396,CARD,ROUTE_B,success,,0,,0
TXN_0485,2026-08-27T17:05:00,7258,CARD,ROUTE_A,success,,0,,0
TXN_0486,2026-08-27T17:06:00,43998,CARD,ROUTE_B,success,,0,,0
TXN_0487,2026-08-27T17:07:00,6666,UPI,ROUTE_C,success,,0,,0
TXN_0488,2026-08-27T17:08:00,9109,CARD,ROUTE_B,success,,0,,0
TXN_0489,2026-08-27T17:09:00,26767,CARD,ROUTE_A,success,,0,,0
TXN_0490,2026-08-27T17:10:00,42733,NETBANKING,ROUTE_B,success,,0,,0
TXN_0491,2026-08-27T17:11:00,42429,NETBANKING,ROUTE_A,success,,0,,0
TXN_0492,2026-08-27T17:12:00,15318,CARD,ROUTE_A,success,,0,,0
TXN_0493,2026-08-27T17:13:00,11573,CARD,ROUTE_B,success,,0,,0
TXN_0494,2026-08-27T17:14:00,2481,NETBANKING,ROUTE_B,success,,0,,0
TXN_0495,2026-08-27T17:15:00,49186,UPI,ROUTE_C,success,,0,,0
TXN_0496,2026-08-27T17:16:00,707,NETBANKING,ROUTE_C,success,,0,,0
TXN_0497,2026-08-27T17:17:00,22057,CARD,ROUTE_A,success,,0,,0
TXN_0498,2026-08-27T17:18:00,32469,NETBANKING,ROUTE_A,success,,0,,0
TXN_0499,2026-08-27T17:19:00,17980,UPI,ROUTE_C,success,,0,,0
TXN_0500,2026-08-27T17:20:00,30175,UPI,ROUTE_A,success,,0,,0
